time,x,y,z,speed,yaw
0.0,181.80001831054688,187.9199981689453,0.2214946299791336,0.0005927181337048075,-179.9996337890625
0.030095383524894714,181.80001831054688,187.9199981689453,0.22155006229877472,0.0016838645106744912,-179.9996337890625
0.0943046398460865,181.80001831054688,187.9199981689453,0.22155696153640747,0.00018543243664326386,-179.9996337890625
0.12296462804079056,181.80001831054688,187.9199981689453,0.22155997157096863,0.0001963710674521218,-179.9996337890625
0.18199479579925537,181.80001831054688,187.9199981689453,0.2216186821460724,6.764412896739909e-05,-179.9996337890625
0.21193603426218033,181.80001831054688,187.9199981689453,0.22160151600837708,0.00041095732028082935,-179.9996337890625
0.24263490363955498,181.80001831054688,187.9199981689453,0.2216644585132599,0.0017344187945372573,-179.9996337890625
0.2705000899732113,181.80001831054688,187.9199981689453,0.2216644585132599,2.9506685703972337e-05,-179.9996337890625
0.2994193807244301,181.80001831054688,187.9199981689453,0.22165606915950775,0.0002228927625133971,-179.9996337890625
0.3302253670990467,181.7953338623047,187.91986083984375,0.2216716706752777,0.39412339560852305,-179.99310302734375
0.3590635731816292,181.77456665039062,187.91932678222656,0.2215336561203003,0.8775069839373938,-179.96652221679688
0.3875337988138199,181.7411346435547,187.91835021972656,0.22140124440193176,1.3120466342923236,-179.92486572265625
0.4742458760738373,181.57839965820312,187.913330078125,0.22113879024982452,2.267194715374095,-179.72108459472656
0.5037153176963329,181.50706481933594,187.91099548339844,0.22109878063201904,2.4971301385192515,-179.63621520996094
0.5328364185988903,181.42990112304688,187.90834045410156,0.22108276188373566,2.727371364880285,-179.54312133789062
0.5620448961853981,181.34622192382812,187.905517578125,0.2210777997970581,2.935844421365093,-179.45179748535156
0.5911147855222225,181.2567596435547,187.90248107910156,0.22108088433742523,3.1513558121483984,-179.35922241210938
0.6194930747151375,181.16380310058594,187.8992156982422,0.22109565138816833,3.342248037471123,-179.2644500732422
0.6494280695915222,181.05995178222656,187.8954315185547,0.22109496593475342,3.5358323261302376,-179.15943908691406
0.687196359038353,180.92105102539062,187.8903045654297,0.22112533450126648,3.7675487128422094,-179.0293426513672
0.7172361724078655,180.8046112060547,187.88587951660156,0.22120016813278198,3.945352004480768,-178.9247589111328
0.7462130486965179,180.68716430664062,187.8812713623047,0.22118957340717316,4.112781886993011,-178.8205108642578
0.8049486055970192,180.4344940185547,187.87074279785156,0.22118282318115234,4.443777150091347,-178.59783935546875
0.8332897052168846,180.30572509765625,187.86526489257812,0.22119849920272827,4.600842432185351,-178.49794006347656
0.8617330901324749,180.17202758789062,187.85960388183594,0.2212110459804535,4.756981244786906,-178.4037322998047
0.8901507444679737,180.0340576171875,187.85365295410156,0.2212226390838623,4.911791962288478,-178.31015014648438
0.9181605540215969,179.89378356933594,187.84739685058594,0.2212943583726883,5.063993489179078,-178.21652221679688
0.946920458227396,179.74533081054688,187.84092712402344,0.22142940759658813,5.218228814497375,-178.13711547851562
0.9805580526590347,179.56637573242188,187.83328247070312,0.22151267528533936,5.385343530938953,-178.05833435058594
1.0136442221701145,179.3876190185547,187.8255157470703,0.22157058119773865,5.440843751405362,-177.9845428466797
1.0430727638304234,179.2271270751953,187.81846618652344,0.22161060571670532,5.464243470773989,-177.91810607910156
